tweet_id,text,created_at,author_id,author_username,author_name,author_followers,author_following,author_tweet_count,author_verified,user_location,retweet_count,like_count,reply_count,quote_count,impression_count,lang,possibly_sensitive,source,collected_at,party,sentiment,district,user_type,month,year
202501000010,Congress is studying demographic changes in Tamil Nadu. #INC_TN #TNVotes2026 https://t.co/tnnews1,2025-01-18T11:53:03Z,549726963331614884,MediaTamilNadu513,Media Tamil Nadu,477874,287,35432,True,"Coimbatore, Tamil Nadu",39615,90987,102,31,13452544,en,False,Twitter for Android,2025-12-01T06:01:44.831511Z,Congress,neutral,Coimbatore,media,2025-01,2025
202501000011,CPI is finalizing its candidate list for Tamil Nadu elections. #Communist #TN2026,2025-01-11T01:53:50Z,305104676426138867,TVK3831,TVK Supporter,40474,68,96217,False,"Cuddalore, Tamil Nadu",999,10717,48,21,1542934,en,False,TweetDeck,2025-12-01T06:01:44.831511Z,CPI,neutral,Cuddalore,fan_account,2025-01,2025
202501000012,People are responding positively to Congress's election manifesto. #RahulInTN,2025-01-12T16:14:09Z,492116975933824542,மோகன்3956,மோகன் Reddy,17594,1432,89341,False,"Tiruchirappalli, Tamil Nadu",9,825,9,0,97432,ta,False,Buffer,2025-12-01T06:01:44.831511Z,Congress,positive,Tiruchirappalli,regular,2025-01,2025
202501000013,Edappadi K. Palaniswami & O. Panneerselvam's recent speech has energized AIADMK supporters. #AIADMK #TN2026 Strong presence in Kanyakumari. எதிர்காலம்,2025-01-11T21:37:04Z,122945207280710670,மோகன்1421,மோகன்,24981,462,20404,False,"Madurai, Tamil Nadu",57,397,41,14,37108,ta,False,Buffer,2025-12-01T06:01:44.831511Z,AIADMK,positive,Madurai,regular,2025-01,2025
202501000014,Youth are increasingly supporting CPM in Tamil Nadu. #LeftFront Strong presence in Thanjavur. https://t.co/electionnews3 எதிர்காலம்,2025-01-20T17:16:41Z,407699461092506592,கணேஷ்3794,கணேஷ் Gounder,22117,123,61995,False,"Madurai, Tamil Nadu",3,574,8,0,58598,en,False,TweetDeck,2025-12-01T06:01:44.831511Z,CPM,positive,Madurai,regular,2025-01,2025
202501000015,People are responding positively to AIADMK's election manifesto. #AIADMK2026 #TNVotes2026 Strong presence in Madurai. https://t.co/tnnews1,2025-01-27T23:15:04Z,229511675364454887,ChennaiPol863,Raja Pillai,190699,1204,68660,True,"Salem, Tamil Nadu",6136,71640,202,45,9500137,en,False,TweetDeck,2025-12-01T06:01:44.831511Z,AIADMK,positive,Salem,political,2025-01,2025
202501000016,M.K. Stalin's recent speech has energized DMK supporters. #DMK #TNElection2026,2025-01-31T16:14:23Z,797647368922860091,Arvind8833,Arvind Naidu,18582,1898,7298,False,"Chennai, Tamil Nadu",124,316,18,7,35566,en,False,TweetDeck,2025-12-01T06:01:44.831511Z,DMK,positive,Chennai,regular,2025-01,2025
202501000017,Recent surveys show declining support for AIADMK. #TNVotes2026 https://t.co/electionnews3 எதிர்காலம்,2025-01-14T12:38:55Z,543459145495019169,Kumar3620,Kumar Thevar,44192,927,45639,False,"Vellore, Tamil Nadu",257,1896,34,1,247755,en,False,TweetDeck,2025-12-01T06:01:44.831511Z,AIADMK,negative,Vellore,regular,2025-01,2025
202501000018,Political analysts predict gains for BJP in upcoming polls. #BJP2026TN #TNElection2026 Strong presence in Vellore. https://t.co/tnpolitics4,2025-01-26T07:54:00Z,699310347531445619,Mohan3126,Mohan Reddy,40661,1431,51828,False,"Tirunelveli, Tamil Nadu",322,350,15,0,135733,en,False,Twitter Web App,2025-12-01T06:01:44.831511Z,BJP,positive,Tirunelveli,regular,2025-01,2025
202501000019,AIADMK is facing internal conflicts ahead of elections. #TNVotes2026 மாற்றம்,2025-01-07T17:34:33Z,944908792258316675,கணேஷ்2032,கணேஷ் Naidu,27367,1626,25043,False,"Coimbatore, Tamil Nadu",117,395,2,1,56407,en,False,Twitter for Android,2025-12-01T06:01:44.831511Z,AIADMK,negative,Coimbatore,regular,2025-01,2025
202501000020,AIADMK is facing internal conflicts ahead of elections. மாற்றம்,2025-01-19T22:14:39Z,847949881926097636,Arvind2323,Arvind Thevar,14256,441,21696,False,"Coimbatore, Tamil Nadu",142,923,34,3,116910,ta,False,Twitter Web App,2025-12-01T06:01:44.831511Z,AIADMK,negative,Coimbatore,regular,2025-01,2025
202501000021,Grassroot workers express dissatisfaction with NTK leadership. #NaamTamilar,2025-01-01T18:42:55Z,649147040854952768,Senthil2056,Senthil Iyer,9984,1657,9020,False,"Tiruchirappalli, Tamil Nadu",37,648,0,0,38710,en,False,Twitter Web App,2025-12-01T06:01:44.831511Z,NTK,negative,Tiruchirappalli,regular,2025-01,2025
202501000022,Ground reports suggest Congress is strong in multiple districts. #HandSymbol #TamilNaduElections2026 Strong presence in Erode. வளர்ச்சி,2025-01-05T05:03:22Z,410332760658628074,TNPol298,Selvan,11200,4875,93474,True,"Chennai, Tamil Nadu",867,482,175,0,219441,ta,False,TweetDeck,2025-12-01T06:01:44.831511Z,Congress,positive,Chennai,political,2025-01,2025
202501000023,DMK's social media campaign is going viral across TN. #DMK Strong presence in Chennai.,2025-01-26T17:13:49Z,712467911783439627,ரமேஷ்1849,ரமேஷ் Naidu,49873,1808,41638,False,"Salem, Tamil Nadu",349,5917,31,1,834878,en,False,Buffer,2025-12-01T06:01:44.831511Z,DMK,positive,Salem,regular,2025-01,2025
202501000024,Ground reports suggest AIADMK is strong in multiple districts. #AIADMK #TamilNaduElections2026,2025-01-18T04:29:42Z,748757270138143578,முருகன்9751,முருகன் Thevar,49423,1124,98133,False,"Chennai, Tamil Nadu",240,1146,26,3,199236,ta,False,Twitter Web App,2025-12-01T06:01:44.831511Z,AIADMK,positive,Chennai,regular,2025-01,2025
202501000025,People are responding positively to DMK's election manifesto. #DMK2026 மாற்றம்,2025-01-29T15:18:01Z,250860214925715667,Murugan1616,Murugan,6130,1085,42837,False,"Tiruchirappalli, Tamil Nadu",59,375,23,4,66975,ta,False,Twitter for iPhone,2025-12-01T06:01:44.831511Z,DMK,positive,Tiruchirappalli,regular,2025-01,2025
202501000026,AIADMK is studying demographic changes in Tamil Nadu. #AIADMK #TNElection2026,2025-01-14T07:24:32Z,431680518990359779,Mohan4392,Mohan Iyer,14434,1519,62600,False,"Dindigul, Tamil Nadu",42,360,10,1,33353,ta,False,Twitter for iPhone,2025-12-01T06:01:44.831511Z,AIADMK,neutral,Dindigul,regular,2025-01,2025
202501000027,BJP is struggling to connect with young voters. #BJP2026TN Strong presence in Thanjavur. https://t.co/tnupdate2,2025-01-14T15:21:45Z,408061252118689834,Selvan4091,Selvan Gounder,20498,1531,39354,False,"Kanyakumari, Tamil Nadu",92,1351,42,9,101492,en,False,Twitter for Android,2025-12-01T06:01:44.831511Z,BJP,negative,Kanyakumari,regular,2025-01,2025
202501000028,Thol. Thirumavalavan addressed party workers in a closed-door meeting. #VCKForTN Strong presence in Coimbatore. வாக்கு,2025-01-14T16:40:50Z,412545245487322528,குமார்271,குமார் Iyer,28913,85,71811,False,"Kanchipuram, Tamil Nadu",95,526,6,2,61896,en,False,Buffer,2025-12-01T06:01:44.832938Z,VCK,neutral,Kanchipuram,regular,2025-01,2025
202501000029,BJP is reviewing its social media strategy.,2025-01-19T13:23:33Z,806670867561119891,MediaTamilNadu844,Media Tamil Nadu,189017,644,20118,True,"Nagapattinam, Tamil Nadu",14192,84206,108,40,16547932,en,False,Buffer,2025-12-01T06:01:44.832938Z,BJP,neutral,Nagapattinam,media,2025-01,2025
202501000030,Party workers training sessions organized by DMK. #DravidianModel #TN2026,2025-01-14T02:00:21Z,755146878917485784,ChangeTir747,சுரேஷ் (Activist),2170,8325,17713,True,"Tirunelveli, Tamil Nadu",8,95,9,4,11007,en,False,Twitter for iPhone,2025-12-01T06:01:44.832938Z,DMK,neutral,Tirunelveli,activist,2025-01,2025
202501000031,Recent surveys show declining support for DMDK. #Captain,2025-01-15T10:27:29Z,266147027164875604,Senthil8676,Senthil Naidu,41773,712,29266,False,"Dindigul, Tamil Nadu",420,3247,22,6,580111,en,False,Twitter for Android,2025-12-01T06:01:44.832938Z,DMDK,negative,Dindigul,regular,2025-01,2025
202501000032,Party infighting is damaging PMK's electoral prospects. #Vanniyar Strong presence in Tiruppur. எதிர்காலம்,2025-01-08T21:40:43Z,945997984233775056,ரமேஷ்9495,ரமேஷ் Gounder,42818,1919,82233,False,"Erode, Tamil Nadu",138,3264,38,8,527966,en,False,TweetDeck,2025-12-01T06:01:44.832938Z,PMK,negative,Erode,regular,2025-01,2025
202501000033,M.K. Stalin's recent speech has energized DMK supporters. #TN2026 https://t.co/tnnews1 மக்கள்,2025-01-02T21:57:33Z,616067100701622997,Vijay2846,Thalapathy Lover,35921,253,39547,False,"Tirunelveli, Tamil Nadu",3341,48186,149,9,5813010,ta,False,Twitter for Android,2025-12-01T06:01:44.832938Z,DMK,positive,Tirunelveli,fan_account,2025-01,2025
202501000034,People are responding positively to DMK's election manifesto. #DMKForTN https://t.co/tnupdate2,2025-01-07T07:01:48Z,971899302134819585,ChangeCud365,சுரேஷ் (Activist),18491,8124,1085,False,"Cuddalore, Tamil Nadu",613,663,18,5,96617,ta,False,Buffer,2025-12-01T06:01:44.832938Z,DMK,positive,Cuddalore,activist,2025-01,2025
202501000035,NTK is making significant inroads in rural Tamil Nadu. #Seeman Strong presence in Nagapattinam. வாக்கு,2025-01-16T22:47:21Z,162155886329122020,Mohan2059,Mohan Iyer,40249,492,46883,False,"Vellore, Tamil Nadu",159,2337,0,0,386273,en,False,Twitter Web App,2025-12-01T06:01:44.832938Z,NTK,positive,Vellore,regular,2025-01,2025
202501000036,Party workers training sessions organized by BJP. #VanakkamModi #TamilNaduElections2026 Strong presence in Madurai.,2025-01-26T06:48:07Z,684233292242034823,முருகன்797,முருகன் Reddy,41309,1489,16674,False,"Erode, Tamil Nadu",110,1363,33,8,151455,en,False,Twitter for iPhone,2025-12-01T06:01:44.832938Z,BJP,neutral,Erode,regular,2025-01,2025
202501000037,Kamal Haasan's recent speech has energized MNM supporters. #WhiteRevolution,2025-01-06T08:30:08Z,490154913434608145,VoiceEro458,செல்வன் (Activist),8852,5432,23988,False,"Erode, Tamil Nadu",20,497,24,7,47736,ta,False,Buffer,2025-12-01T06:01:44.832938Z,MNM,positive,Erode,activist,2025-01,2025
202501000038,Party infighting is damaging AIADMK's electoral prospects. #AIADMK2026 Strong presence in Tiruchirappalli.,2025-01-20T06:43:53Z,510493998424447824,ChangeChe644,குமார் (Activist),29445,5195,76511,False,"Chennai, Tamil Nadu",631,3552,68,3,320785,en,False,Twitter for Android,2025-12-01T06:01:44.832938Z,AIADMK,negative,Chennai,activist,2025-01,2025
202501000039,Allegations of corruption are hurting PMK's image. #Anbumani Strong presence in Coimbatore.,2025-01-19T15:10:12Z,476375316814852411,ரமேஷ்2560,ரமேஷ் Thevar,14823,650,29196,False,"Chennai, Tamil Nadu",114,1050,21,2,176542,en,False,Twitter for Android,2025-12-01T06:01:44.832938Z,PMK,negative,Chennai,regular,2025-01,2025
202501000040,Ground reports suggest BJP is strong in multiple districts. #BJP,2025-01-26T21:55:12Z,644039098034647486,Arvind369,Arvind Naidu,23046,577,12544,False,"Karur, Tamil Nadu",102,884,30,0,158436,en,False,Twitter for iPhone,2025-12-01T06:01:44.832938Z,BJP,positive,Karur,regular,2025-01,2025
202501000041,AIADMK is struggling to connect with young voters. தேர்தல்,2025-01-15T23:25:06Z,676038308265697444,Kumar4493,Kumar Pillai,17715,1764,55788,False,"Chennai, Tamil Nadu",107,1165,27,4,103218,ta,False,Twitter Web App,2025-12-01T06:01:44.832938Z,AIADMK,negative,Chennai,regular,2025-01,2025
202501000042,MNM is effectively addressing local issues in Tamil Nadu. #KamalHaasan #TN2026,2025-01-06T16:10:52Z,597173318647417594,VijayFan2942,Thalapathy Lover,16732,126,91421,False,"Kanchipuram, Tamil Nadu",2382,2659,188,30,654362,en,False,Twitter for Android,2025-12-01T06:01:44.832938Z,MNM,positive,Kanchipuram,fan_account,2025-01,2025
202501000043,Party infighting is damaging AIADMK's electoral prospects. #AIADMK2026 #TN2026,2025-01-29T08:17:24Z,300518631958503333,செந்தில்7825,செந்தில் Pillai,39137,1711,8025,False,"Chennai, Tamil Nadu",99,4516,19,0,280404,en,False,Twitter for iPhone,2025-12-01T06:01:44.832938Z,AIADMK,negative,Chennai,regular,2025-01,2025
202501000044,DMK is facing internal conflicts ahead of elections. #Muthuvel #TNElection2026,2025-01-14T23:07:01Z,200424283800592341,CoimbatorePol992,Priya Reddy,62821,3297,80797,True,"Coimbatore, Tamil Nadu",3896,3302,50,3,900102,ta,False,Twitter for Android,2025-12-01T06:01:44.832938Z,DMK,negative,Coimbatore,political,2025-01,2025
202501000045,Youth are increasingly supporting Congress in Tamil Nadu. #CongressTN,2025-01-19T14:12:18Z,686901435284402787,Selvan995,Selvan Reddy,14528,1016,85676,False,"Thanjavur, Tamil Nadu",41,499,1,0,69047,en,False,Twitter for Android,2025-12-01T06:01:44.832938Z,Congress,positive,Thanjavur,regular,2025-01,2025
202501000046,Election preparedness review meeting held by DMK. #DMKForTN #TamilNaduElections2026,2025-01-24T11:26:08Z,405161778604737799,Arvind6214,Arvind Gounder,39119,1788,79150,False,"Chennai, Tamil Nadu",248,1341,19,7,265895,en,False,TweetDeck,2025-12-01T06:01:44.832938Z,DMK,neutral,Chennai,regular,2025-01,2025
202501000047,Allegations of corruption are hurting DMK's image. #Muthuvel #TNVotes2026,2025-01-22T09:57:23Z,556414001691953371,MaduraiPol354,Lakshmi Reddy,184980,4061,25479,False,"Chennai, Tamil Nadu",21614,77438,113,8,17316494,en,False,Twitter Web App,2025-12-01T06:01:44.832938Z,DMK,negative,Chennai,political,2025-01,2025
202501000048,BJP is making significant inroads in rural Tamil Nadu. #VanakkamModi,2025-01-31T09:53:16Z,145867412223130548,Mohan7546,Mohan Naidu,27097,1535,79251,False,"Tiruppur, Tamil Nadu",285,1357,17,4,254188,en,False,Buffer,2025-12-01T06:01:44.832938Z,BJP,positive,Tiruppur,regular,2025-01,2025
202501000049,People are responding positively to NTK's election manifesto. #TNElection2026 https://t.co/tnupdate2,2025-01-14T05:31:48Z,847496653454698671,NewsTamilNadu830,News Tamil Nadu,499519,606,61729,True,"Madurai, Tamil Nadu",61551,652305,356,148,89668098,en,False,Buffer,2025-12-01T06:01:44.832938Z,NTK,positive,Madurai,media,2025-01,2025
202501000050,People are responding positively to BJP's election manifesto. #BJP #TamilNaduElections2026,2025-01-15T15:25:14Z,807736561700303784,முருகன்6818,முருகன் Iyer,27341,1887,39135,False,"Chennai, Tamil Nadu",140,1660,13,5,257230,ta,False,TweetDeck,2025-12-01T06:01:44.832938Z,BJP,positive,Chennai,regular,2025-01,2025
202501000051,Youth are increasingly supporting DMK in Tamil Nadu. Strong presence in Salem.,2025-01-15T02:41:02Z,812614971468295466,ராஜா4268,ராஜா Reddy,37374,1289,51966,False,"Chennai, Tamil Nadu",288,1563,44,4,207083,en,True,Twitter for Android,2025-12-01T06:01:44.832938Z,DMK,positive,Chennai,regular,2025-01,2025
202501000052,AIADMK is focusing on booth-level management. #Amma,2025-01-10T12:11:30Z,390176189545642476,Arvind7299,Arvind,22151,141,79190,False,"Coimbatore, Tamil Nadu",144,1225,22,10,79835,en,False,Twitter Web App,2025-12-01T06:01:44.832938Z,AIADMK,neutral,Coimbatore,regular,2025-01,2025
202501000053,Internal assessment meeting conducted by BJP leadership. #TamilNaduElections2026 Strong presence in Erode.,2025-01-12T22:19:43Z,145999178861562451,Selvan140,Selvan Naidu,10148,1949,62142,False,"Tiruchirappalli, Tamil Nadu",52,488,17,6,62352,ta,False,TweetDeck,2025-12-01T06:01:44.832938Z,BJP,neutral,Tiruchirappalli,regular,2025-01,2025
202501000054,Party infighting is damaging Congress's electoral prospects. #CongressTN,2025-01-27T19:21:14Z,230807642959320113,Kumar6255,Kumar,7806,1221,32953,False,"Dindigul, Tamil Nadu",24,617,18,5,47773,ta,False,TweetDeck,2025-12-01T06:01:44.832938Z,Congress,negative,Dindigul,regular,2025-01,2025
202501000055,Recent surveys show declining support for MNM. Strong presence in Chennai.,2025-01-29T06:07:20Z,693373337867627512,CoimbatorePol54,Priya Reddy,30657,1622,75755,True,"Tiruppur, Tamil Nadu",2579,1783,173,56,662432,en,False,Twitter for Android,2025-12-01T06:01:44.834389Z,MNM,negative,Tiruppur,political,2025-01,2025
202501000056,DMK's alliance decisions are confusing party workers. #DravidianModel #TNVotes2026,2025-01-26T09:42:05Z,766300597622853567,Suresh2009,Suresh Naidu,41492,208,45550,False,"Tiruchirappalli, Tamil Nadu",23,1397,25,6,148750,en,False,Twitter Web App,2025-12-01T06:01:44.834389Z,DMK,negative,Tiruchirappalli,regular,2025-01,2025
202501000057,Recent surveys show declining support for AIADMK. #OPS Strong presence in Chennai.,2025-01-19T09:53:38Z,953633613085691131,ChennaiPol816,Kumar,41499,3395,65928,True,"Chennai, Tamil Nadu",7364,33688,228,27,4189165,en,False,Twitter Web App,2025-12-01T06:01:44.834389Z,AIADMK,negative,Chennai,political,2025-01,2025
202501000058,BJP is finalizing its candidate list for Tamil Nadu elections. #BJP2026TN #TNVotes2026 Strong presence in Chennai.,2025-01-20T16:05:35Z,100547104643094171,DailyTamilNadu749,Daily Tamil Nadu,443532,365,87172,True,"Karur, Tamil Nadu",103187,154744,421,202,48887056,en,False,Buffer,2025-12-01T06:01:44.834389Z,BJP,neutral,Karur,media,2025-01,2025
202501000059,DMK's alliance decisions are confusing party workers. #DMK2026 #TN2026 இளைஞர்கள்,2025-01-26T18:05:25Z,898248146741699134,Lakshmi447,Lakshmi Iyer,34104,826,10234,False,"Dindigul, Tamil Nadu",466,570,53,6,167406,en,False,Twitter for iPhone,2025-12-01T06:01:44.834389Z,DMK,negative,Dindigul,regular,2025-01,2025
202501000060,Youth are increasingly supporting PMK in Tamil Nadu.,2025-01-03T07:02:09Z,205615765687113538,மோகன்3368,மோகன் Naidu,39579,1301,58281,False,"Vellore, Tamil Nadu",221,1819,9,3,156791,ta,False,Buffer,2025-12-01T06:01:44.834389Z,PMK,positive,Vellore,regular,2025-01,2025
202501000061,Ground reports suggest DMK is strong in multiple districts. #DMK,2025-01-27T15:49:42Z,795245613957872660,லட்சுமி907,லட்சுமி Pillai,14555,1665,74753,False,"Thanjavur, Tamil Nadu",65,479,19,3,61788,en,False,Twitter for iPhone,2025-12-01T06:01:44.834389Z,DMK,positive,Thanjavur,regular,2025-01,2025
202501000062,DMK is effectively addressing local issues in Tamil Nadu. #TNVotes2026,2025-01-25T17:59:55Z,458122473217566768,Raja8661,Raja Thevar,47335,1033,2060,False,"Karur, Tamil Nadu",461,3044,27,13,313360,en,False,TweetDeck,2025-12-01T06:01:44.834389Z,DMK,positive,Karur,regular,2025-01,2025
202501000063,AIADMK's campaign strategy is resonating with Tamil Nadu voters. #OPS #TN2026,2025-01-31T12:13:53Z,618471357759296111,Priya5254,Priya Gounder,34140,906,19085,False,"Coimbatore, Tamil Nadu",165,1920,6,3,120970,en,False,TweetDeck,2025-12-01T06:01:44.834389Z,AIADMK,positive,Coimbatore,regular,2025-01,2025
202501000064,AIADMK is finalizing its candidate list for Tamil Nadu elections. #AIADMK2026 #TamilNaduElections2026,2025-01-07T21:02:34Z,664598149096518348,Priya4902,Priya Reddy,5738,1374,94189,False,"Madurai, Tamil Nadu",22,175,19,4,25613,en,False,Twitter for Android,2025-12-01T06:01:44.834389Z,AIADMK,neutral,Madurai,regular,2025-01,2025
202501000065,DMK's social media campaign is going viral across TN. #Stalin #TN2026 Strong presence in Namakkal. வளர்ச்சி,2025-01-04T13:05:08Z,690414601885926871,VijayFan8901,Thalapathy Lover,61106,96,80913,False,"Thanjavur, Tamil Nadu",2000,6925,344,41,1304144,en,False,Buffer,2025-12-01T06:01:44.834389Z,DMK,positive,Thanjavur,fan_account,2025-01,2025
202501000066,NTK's alliance decisions are confusing party workers. #NTK #TN2026 இளைஞர்கள்,2025-01-24T04:13:49Z,130088425792712340,Suresh7855,Suresh,19701,1097,13352,False,"Salem, Tamil Nadu",18,1012,3,0,63736,ta,True,Twitter for Android,2025-12-01T06:01:44.834389Z,NTK,negative,Salem,regular,2025-01,2025
202501000067,BJP's alliance decisions are confusing party workers. #ModiForTN #TNElection2026 Strong presence in Karur.,2025-01-04T01:35:33Z,409881872251468313,ராஜா5688,ராஜா Pillai,33507,1890,81738,False,"Salem, Tamil Nadu",403,1973,22,6,262605,ta,False,TweetDeck,2025-12-01T06:01:44.834389Z,BJP,negative,Salem,regular,2025-01,2025
202501000068,Political analysts predict gains for DMK in upcoming polls. #Stalin Strong presence in Kanchipuram.,2025-01-09T21:00:09Z,428248941766213820,Lakshmi4981,Lakshmi Gounder,8164,345,70659,False,"Coimbatore, Tamil Nadu",78,166,31,7,25866,ta,False,Twitter for iPhone,2025-12-01T06:01:44.834389Z,DMK,positive,Coimbatore,regular,2025-01,2025
202501000069,Youth are increasingly supporting DMK in Tamil Nadu. #Stalin Strong presence in Ramanathapuram.,2025-01-26T10:41:04Z,257846195438245306,CoimbatorePol633,Suresh Pillai,6702,1499,83383,True,"Thoothukudi, Tamil Nadu",629,2630,29,11,387901,en,False,Twitter Web App,2025-12-01T06:01:44.834389Z,DMK,positive,Thoothukudi,political,2025-01,2025
202501000070,DMK is facing internal conflicts ahead of elections. #DMK Strong presence in Ramanathapuram.,2025-01-23T18:41:22Z,147919605120131326,OnlineTamilNadu929,Online Tamil Nadu,218403,882,55432,True,"Cuddalore, Tamil Nadu",95991,820414,107,15,84689105,en,False,Buffer,2025-12-01T06:01:44.834389Z,DMK,negative,Cuddalore,media,2025-01,2025
202501000071,Youth are increasingly supporting BJP in Tamil Nadu. #BJP Strong presence in Cuddalore.,2025-01-20T14:50:09Z,239812405902260265,பிரியா3263,பிரியா Reddy,5960,1667,2663,False,"Madurai, Tamil Nadu",11,196,46,0,29680,ta,False,TweetDeck,2025-12-01T06:01:44.834389Z,BJP,positive,Madurai,regular,2025-01,2025
202501000072,Youth are increasingly supporting BJP in Tamil Nadu. #VanakkamModi #TNVotes2026 https://t.co/tnnews1,2025-01-11T22:34:54Z,983743643837687044,TNPol628,Kumar Gounder,146154,4149,98876,True,"Chennai, Tamil Nadu",14549,21174,166,30,4153315,en,False,Twitter Web App,2025-12-01T06:01:44.834389Z,BJP,positive,Chennai,political,2025-01,2025
202501000073,Seeman's recent speech has energized NTK supporters. #Seeman #TNVotes2026 எதிர்காலம்,2025-01-22T02:55:31Z,933470446690968463,Ganesh8940,Ganesh,17971,1791,32762,False,"Tiruchirappalli, Tamil Nadu",5,890,21,10,66333,ta,False,Buffer,2025-12-01T06:01:44.834389Z,NTK,positive,Tiruchirappalli,regular,2025-01,2025
202501000074,Anbumani Ramadoss's leadership is gaining momentum in Tamil Nadu. #PMK4TN,2025-01-13T06:06:56Z,927412983027692256,பிரியா386,பிரியா Iyer,21800,1152,67656,False,"Coimbatore, Tamil Nadu",79,534,7,0,91503,en,False,Twitter for iPhone,2025-12-01T06:01:44.834389Z,PMK,positive,Coimbatore,regular,2025-01,2025
202501000075,Ground reports suggest MNM is strong in multiple districts. #WhiteRevolution #TNElection2026 Strong presence in Nagapattinam.,2025-01-11T17:22:41Z,644921373948218491,ChennaiPol155,Mohan,134216,3699,65849,False,"Salem, Tamil Nadu",4607,15883,130,11,1478237,en,False,Twitter Web App,2025-12-01T06:01:44.834389Z,MNM,positive,Salem,political,2025-01,2025
202501000076,Political analysts predict gains for BJP in upcoming polls. #VanakkamModi #TamilNaduElections2026 Strong presence in Chennai.,2025-01-26T09:18:50Z,257846570942086400,Suresh4016,Suresh Pillai,32361,1014,32680,False,"Thoothukudi, Tamil Nadu",246,1050,4,0,231213,ta,False,Buffer,2025-12-01T06:01:44.834389Z,BJP,positive,Thoothukudi,regular,2025-01,2025
